SourceRow;WorkerID;Prefix;Prefix_ASCII;Blok2Raw;Blok2Decoded;TailRaw;TailDecoded;TailLen;W01;W02;W03;W04;W05;W06;W07;W08;W09;W10;W01_B36;W02_B36;W03_B36;W04_B36;W05_B36;W06_B36;W07_B36;W08_B36;W09_B36;W10_B36;W01_ASC;W02_ASC;W03_ASC;W04_ASC;W05_ASC;W06_ASC;W07_ASC;W08_ASC;W09_ASC;W10_ASC;P01;P02;P03;P04;P05;P06;P07;P08;P09;P10;P11;P12;P13;P14;P15;P16;P17;P18;P19;P20;P21;P22;P01_B36;P02_B36;P03_B36;P04_B36;P05_B36;P06_B36;P07_B36;P08_B36;P09_B36;P10_B36;P11_B36;P12_B36;P13_B36;P14_B36;P15_B36;P16_B36;P17_B36;P18_B36;P19_B36;P20_B36;P21_B36;P22_B36;P01_DEC;P02_DEC;P03_DEC;P04_DEC;P05_DEC;P06_DEC;P07_DEC;P08_DEC;P09_DEC;P10_DEC;P11_DEC;P12_DEC;P13_DEC;P14_DEC;P15_DEC;P16_DEC;P17_DEC;P18_DEC;P19_DEC;P20_DEC;P21_DEC;P22_DEC;T01;T02;T03;T04;T05;T06;T07;T08;T09;T10;T11;T01_B36;T02_B36;T03_B36;T04_B36;T05_B36;T06_B36;T07_B36;T08_B36;T09_B36;T10_B36;T11_B36;T01_DEC;T02_DEC;T03_DEC;T04_DEC;T05_DEC;T06_DEC;T07_DEC;T08_DEC;T09_DEC;T10_DEC;T11_DEC;BeforeDashTrailingChar;TailTrailingChar
501;1NJKJ00101;o;111;5E3O4H4D4E4D3N3O3P3N3O;áŁŔĽ˝Ľ˘Ł¤˘Ł;0I1B1718172K0I0H0I632M0;1NJKJ{101ú};23;1;N;J;K;J;0;0;1;0;1;1;23;19;20;19;0;0;1;0;1;49;78;74;75;74;48;48;49;48;49;28;0I;1B;17;18;17;0H;0H;0I;0H;0I;5E;3O;4H;4D;4E;4D;3N;3O;3P;3N;3O;80;18;47;43;44;43;17;17;18;17;18;194;132;161;157;158;157;131;132;133;131;132;111;49;78;74;75;74;48;48;49;48;49;225;163;192;188;189;188;162;163;164;162;163;0I;1B;17;18;17;2K;0I;0H;0I;63;2M;18;47;43;44;43;92;18;17;18;219;94;49;78;74;75;74;123;49;48;49;250;125;0;0
502;DJ5QJ00101;o;111;5E474D3S4K4D3N3O3P3N3O;á¶Ľ§ĂĽ˘Ł¤˘Ł;11170M1E172K0I0H0I632M0;DJ5QJ{101ú};23;D;J;5;Q;J;0;0;1;0;1;13;19;5;26;19;0;0;1;0;1;68;74;53;81;74;48;48;49;48;49;28;11;17;0M;1E;17;0H;0H;0I;0H;0I;5E;47;4D;3S;4K;4D;3N;3O;3P;3N;3O;80;37;43;22;50;43;17;17;18;17;18;194;151;157;136;164;157;131;132;133;131;132;111;68;74;53;81;74;48;48;49;48;49;225;182;188;167;195;188;162;163;164;162;163;11;17;0M;1E;17;2K;0I;0H;0I;63;2M;37;43;22;50;43;92;18;17;18;219;94;68;74;53;81;74;123;49;48;49;250;125;0;0
503;HEUG500101;o;111;5E4B484O4A3S3N3O3P3N3O;áş·Çą§˘Ł¤˘Ł;15121I140M2K0I0H0I632M0;HEUG5{101ú};23;H;E;U;G;5;0;0;1;0;1;17;14;30;16;5;0;0;1;0;1;72;69;85;71;53;48;48;49;48;49;28;15;12;1I;14;0M;0H;0H;0I;0H;0I;5E;4B;48;4O;4A;3S;3N;3O;3P;3N;3O;80;41;38;54;40;22;17;17;18;17;18;194;155;152;168;154;136;131;132;133;131;132;111;72;69;85;71;53;48;48;49;48;49;225;186;183;199;185;167;162;163;164;162;163;15;12;1I;14;0M;2K;0I;0H;0I;63;2M;41;38;54;40;22;92;18;17;18;219;94;72;69;85;71;53;123;49;48;49;250;125;0;0
504;5QANJ00101;p;112;5G3T4L454I4E3O3P3Q3O3P;ă¨Ä´Á˝Ł¤ĄŁ¤;0M1E0Y1B172L0I0I0H632N0;5QANJ|110ú~;23;5;Q;A;N;J;0;0;1;0;1;5;26;10;23;19;0;0;1;0;1;53;81;65;78;74;48;48;49;48;49;29;0M;1E;0Y;1B;17;0H;0H;0I;0H;0I;5G;3T;4L;45;4I;4E;3O;3P;3Q;3O;3P;81;22;50;34;47;43;17;17;18;17;18;196;137;165;149;162;158;132;133;134;132;133;112;53;81;65;78;74;48;48;49;48;49;227;168;196;180;193;189;163;164;165;163;164;0M;1E;0Y;1B;17;2L;0I;0I;0H;63;2N;22;50;34;47;43;93;18;18;17;219;95;53;81;65;78;74;124;49;49;48;250;126;0;0
505;0KOLJ00101;q;113;5I3P4G4K4H4F3P3Q3R3P3Q;ĺ¤żĂŔľ¤Ą¦¤Ą;0H181C19172M0I0H0I632O0;0KOLJ}101ú;23;0;K;O;L;J;0;0;1;0;1;0;20;24;21;19;0;0;1;0;1;48;75;79;76;74;48;48;49;48;49;2A;0H;18;1C;19;17;0H;0H;0I;0H;0I;5I;3P;4G;4K;4H;4F;3P;3Q;3R;3P;3Q;82;17;44;48;45;43;17;17;18;17;18;198;133;160;164;161;159;133;134;135;133;134;113;48;75;79;76;74;48;48;49;48;49;229;164;191;195;192;190;164;165;166;164;165;0H;18;1C;19;17;2M;0I;0H;0I;63;2O;17;44;48;45;43;94;18;17;18;219;96;48;75;79;76;74;125;49;48;49;250;127;0;0
506;74YRJ00101;q;113;5I3W3T4U4N4F3P3Q3R3P3Q;ĺ«¨ÍĆľ¤Ą¦¤Ą;0O0L1M1F172M0I0H0I632O0;74YRJ}101ú;23;7;4;Y;R;J;0;0;1;0;1;7;4;34;27;19;0;0;1;0;1;55;52;89;82;74;48;48;49;48;49;2A;0O;0L;1M;1F;17;0H;0H;0I;0H;0I;5I;3W;3T;4U;4N;4F;3P;3Q;3R;3P;3Q;82;24;21;58;51;43;17;17;18;17;18;198;140;137;174;167;159;133;134;135;133;134;113;55;52;89;82;74;48;48;49;48;49;229;171;168;205;198;190;164;165;166;164;165;0O;0L;1M;1F;17;2M;0I;0H;0I;63;2O;24;21;58;51;43;94;18;17;18;219;96;55;52;89;82;74;125;49;48;49;250;127;0;0
507;96QVJ00101;q;113;5I3Y3V4M4R4F3P3Q3R3P3Q;ĺ­ŞĹĘľ¤Ą¦¤Ą;0Q0N1E1J172M0I0H0I632O0;96QVJ}101ú;23;9;6;Q;V;J;0;0;1;0;1;9;6;26;31;19;0;0;1;0;1;57;54;81;86;74;48;48;49;48;49;2A;0Q;0N;1E;1J;17;0H;0H;0I;0H;0I;5I;3Y;3V;4M;4R;4F;3P;3Q;3R;3P;3Q;82;26;23;50;55;43;17;17;18;17;18;198;142;139;166;171;159;133;134;135;133;134;113;57;54;81;86;74;48;48;49;48;49;229;173;170;197;202;190;164;165;166;164;165;0Q;0N;1E;1J;17;2M;0I;0H;0I;63;2O;26;23;50;55;43;94;18;17;18;219;96;57;54;81;86;74;125;49;48;49;250;127;0;0
508;ID7RJ00101;q;113;5I4E493W4N4F3P3Q3R3P3Q;ĺ˝¸«Ćľ¤Ą¦¤Ą;16110O1F172M0I0H0I632O0;ID7RJ}101ú;23;I;D;7;R;J;0;0;1;0;1;18;13;7;27;19;0;0;1;0;1;73;68;55;82;74;48;48;49;48;49;2A;16;11;0O;1F;17;0H;0H;0I;0H;0I;5I;4E;49;3W;4N;4F;3P;3Q;3R;3P;3Q;82;42;37;24;51;43;17;17;18;17;18;198;158;153;140;167;159;133;134;135;133;134;113;73;68;55;82;74;48;48;49;48;49;229;189;184;171;198;190;164;165;166;164;165;16;11;0O;1F;17;2M;0I;0H;0I;63;2O;42;37;24;51;43;94;18;17;18;219;96;73;68;55;82;74;125;49;48;49;250;127;0;0
509;J7GNJ00101;q;113;5I4F3W4C4J4F3P3Q3R3P3Q;ĺľ«»Âľ¤Ą¦¤Ą;170O141B172M0I0H0I632O0;J7GNJ}101ú;23;J;7;G;N;J;0;0;1;0;1;19;7;16;23;19;0;0;1;0;1;74;55;71;78;74;48;48;49;48;49;2A;17;0O;14;1B;17;0H;0H;0I;0H;0I;5I;4F;3W;4C;4J;4F;3P;3Q;3R;3P;3Q;82;43;24;40;47;43;17;17;18;17;18;198;159;140;156;163;159;133;134;135;133;134;113;74;55;71;78;74;48;48;49;48;49;229;190;171;187;194;190;164;165;166;164;165;17;0O;14;1B;17;2M;0I;0H;0I;63;2O;43;24;40;47;43;94;18;17;18;219;96;74;55;71;78;74;125;49;48;49;250;127;0;0
510;RA2QJ00101;q;113;5I4N463R4M4F3P3Q3R3P3Q;ĺĆµ¦Ĺľ¤Ą¦¤Ą;1F0Y0J1E172M0I0H0I632O0;RA2QJ}101ú;23;R;A;2;Q;J;0;0;1;0;1;27;10;2;26;19;0;0;1;0;1;82;65;50;81;74;48;48;49;48;49;2A;1F;0Y;0J;1E;17;0H;0H;0I;0H;0I;5I;4N;46;3R;4M;4F;3P;3Q;3R;3P;3Q;82;51;34;19;50;43;17;17;18;17;18;198;167;150;135;166;159;133;134;135;133;134;113;82;65;50;81;74;48;48;49;48;49;229;198;181;166;197;190;164;165;166;164;165;1F;0Y;0J;1E;17;2M;0I;0H;0I;63;2O;51;34;19;50;43;94;18;17;18;219;96;82;65;50;81;74;125;49;48;49;250;127;0;0
511;Z06VJ00101;q;113;5I4V3P3V4R4F3P3Q3R3P3Q;ĺÎ¤ŞĘľ¤Ą¦¤Ą;1N0H0N1J172M0I0H0I632O0;Z06VJ}101ú;23;Z;0;6;V;J;0;0;1;0;1;35;0;6;31;19;0;0;1;0;1;90;48;54;86;74;48;48;49;48;49;2A;1N;0H;0N;1J;17;0H;0H;0I;0H;0I;5I;4V;3P;3V;4R;4F;3P;3Q;3R;3P;3Q;82;59;17;23;55;43;17;17;18;17;18;198;175;133;139;171;159;133;134;135;133;134;113;90;48;54;86;74;48;48;49;48;49;229;206;164;170;202;190;164;165;166;164;165;1N;0H;0N;1J;17;2M;0I;0H;0I;63;2O;59;17;23;55;43;94;18;17;18;219;96;90;48;54;86;74;125;49;48;49;250;127;0;0
512;0SFNJ00101;r;114;5K3Q4P4C4K4G3Q3R3S3Q3R;çĄČ»ĂżĄ¦§Ą¦;0H1G131B172N0I0I0H632P0;0SFNJ~110ú€;23;0;S;F;N;J;0;0;1;0;1;0;28;15;23;19;0;0;1;0;1;48;83;70;78;74;48;48;49;48;49;2B;0H;1G;13;1B;17;0H;0H;0I;0H;0I;5K;3Q;4P;4C;4K;4G;3Q;3R;3S;3Q;3R;83;17;52;39;47;43;17;17;18;17;18;200;134;169;156;164;160;134;135;136;134;135;114;48;83;70;78;74;48;48;49;48;49;231;165;200;187;195;191;165;166;167;165;166;0H;1G;13;1B;17;2N;0I;0I;0H;63;2P;17;52;39;47;43;95;18;18;17;219;97;48;83;70;78;74;126;49;49;48;250;128;0;0
513;GD9SJ00101;r;114;5K4D4A3Z4P4G3Q3R3S3Q3R;çĽą®ČżĄ¦§Ą¦;14110Q1G172N0I0I0H632P0;GD9SJ~110ú€;23;G;D;9;S;J;0;0;1;0;1;16;13;9;28;19;0;0;1;0;1;71;68;57;83;74;48;48;49;48;49;2B;14;11;0Q;1G;17;0H;0H;0I;0H;0I;5K;4D;4A;3Z;4P;4G;3Q;3R;3S;3Q;3R;83;40;37;26;52;43;17;17;18;17;18;200;157;154;143;169;160;134;135;136;134;135;114;71;68;57;83;74;48;48;49;48;49;231;188;185;174;200;191;165;166;167;165;166;14;11;0Q;1G;17;2N;0I;0I;0H;63;2P;40;37;26;52;43;95;18;18;17;219;97;71;68;57;83;74;126;49;49;48;250;128;0;0
514;MC8OJ00101;r;114;5K4J493Y4L4G3Q3R3S3Q3R;çÂ¸­ÄżĄ¦§Ą¦;1A100P1C172N0I0I0H632P0;MC8OJ~110ú€;23;M;C;8;O;J;0;0;1;0;1;22;12;8;24;19;0;0;1;0;1;77;67;56;79;74;48;48;49;48;49;2B;1A;10;0P;1C;17;0H;0H;0I;0H;0I;5K;4J;49;3Y;4L;4G;3Q;3R;3S;3Q;3R;83;46;36;25;48;43;17;17;18;17;18;200;163;153;142;165;160;134;135;136;134;135;114;77;67;56;79;74;48;48;49;48;49;231;194;184;173;196;191;165;166;167;165;166;1A;10;0P;1C;17;2N;0I;0I;0H;63;2P;46;36;25;48;43;95;18;18;17;219;97;77;67;56;79;74;126;49;49;48;250;128;0;0
515;O7ELJ00101;r;114;5K4L3X4B4I4G3Q3R3S3Q3R;çÄ¬şÁżĄ¦§Ą¦;1C0O1219172N0I0I0H632P0;O7ELJ~110ú€;23;O;7;E;L;J;0;0;1;0;1;24;7;14;21;19;0;0;1;0;1;79;55;69;76;74;48;48;49;48;49;2B;1C;0O;12;19;17;0H;0H;0I;0H;0I;5K;4L;3X;4B;4I;4G;3Q;3R;3S;3Q;3R;83;48;24;38;45;43;17;17;18;17;18;200;165;141;155;162;160;134;135;136;134;135;114;79;55;69;76;74;48;48;49;48;49;231;196;172;186;193;191;165;166;167;165;166;1C;0O;12;19;17;2N;0I;0I;0H;63;2P;48;24;38;45;43;95;18;18;17;219;97;79;55;69;76;74;126;49;49;48;250;128;0;0
516;SA2QJ00101;r;114;5K4P473S4N4G3Q3R3S3Q3R;çČ¶§ĆżĄ¦§Ą¦;1G0Y0J1E172N0I0I0H632P0;SA2QJ~110ú€;23;S;A;2;Q;J;0;0;1;0;1;28;10;2;26;19;0;0;1;0;1;83;65;50;81;74;48;48;49;48;49;2B;1G;0Y;0J;1E;17;0H;0H;0I;0H;0I;5K;4P;47;3S;4N;4G;3Q;3R;3S;3Q;3R;83;52;34;19;50;43;17;17;18;17;18;200;169;151;136;167;160;134;135;136;134;135;114;83;65;50;81;74;48;48;49;48;49;231;200;182;167;198;191;165;166;167;165;166;1G;0Y;0J;1E;17;2N;0I;0I;0H;63;2P;52;34;19;50;43;95;18;18;17;219;97;83;65;50;81;74;126;49;49;48;250;128;0;0
517;G4GVJ00101;s;115;5M4E3V4E4T4H3R3S3T3R3S;é˝Ş˝ĚŔ¦§¨¦§;140L141J172O0I0H0I632Q0;G4GVJ101ú;23;G;4;G;V;J;0;0;1;0;1;16;4;16;31;19;0;0;1;0;1;71;52;71;86;74;48;48;49;48;49;2C;14;0L;14;1J;17;0H;0H;0I;0H;0I;5M;4E;3V;4E;4T;4H;3R;3S;3T;3R;3S;84;40;21;40;55;43;17;17;18;17;18;202;158;139;158;173;161;135;136;137;135;136;115;71;52;71;86;74;48;48;49;48;49;233;189;170;189;204;192;166;167;168;166;167;14;0L;14;1J;17;2O;0I;0H;0I;63;2Q;40;21;40;55;43;96;18;17;18;219;98;71;52;71;86;74;127;49;48;49;250;129;0;0
518;TA2QJ00101;s;115;5M4R483T4O4H3R3S3T3R3S;éĘ·¨ÇŔ¦§¨¦§;1H0Y0J1E172O0I0H0I632Q0;TA2QJ101ú;23;T;A;2;Q;J;0;0;1;0;1;29;10;2;26;19;0;0;1;0;1;84;65;50;81;74;48;48;49;48;49;2C;1H;0Y;0J;1E;17;0H;0H;0I;0H;0I;5M;4R;48;3T;4O;4H;3R;3S;3T;3R;3S;84;53;34;19;50;43;17;17;18;17;18;202;171;152;137;168;161;135;136;137;135;136;115;84;65;50;81;74;48;48;49;48;49;233;202;183;168;199;192;166;167;168;166;167;1H;0Y;0J;1E;17;2O;0I;0H;0I;63;2Q;53;34;19;50;43;96;18;17;18;219;98;84;65;50;81;74;127;49;48;49;250;129;0;0
519;AEPX500101;t;116;5O494D4O4W3X3S3T3U3S3T;ë¸ĽÇĎ¬§¨©§¨;0Y121D1L0M2P0I0I0H632R0;AEPX5€110ú‚;23;A;E;P;X;5;0;0;1;0;1;10;14;25;33;5;0;0;1;0;1;65;69;80;88;53;48;48;49;48;49;2D;0Y;12;1D;1L;0M;0H;0H;0I;0H;0I;5O;49;4D;4O;4W;3X;3S;3T;3U;3S;3T;85;34;38;49;57;22;17;17;18;17;18;204;153;157;168;176;141;136;137;138;136;137;116;65;69;80;88;53;48;48;49;48;49;235;184;188;199;207;172;167;168;169;167;168;0Y;12;1D;1L;0M;2P;0I;0I;0H;63;2R;34;38;49;57;22;97;18;18;17;219;99;65;69;80;88;53;128;49;49;48;250;130;0;0
520;II5RJ00101;t;116;5O4H4I3X4Q4I3S3T3U3S3T;ëŔÁ¬ÉÁ§¨©§¨;16160M1F172P0I0I0H632R0;II5RJ€110ú‚;23;I;I;5;R;J;0;0;1;0;1;18;18;5;27;19;0;0;1;0;1;73;73;53;82;74;48;48;49;48;49;2D;16;16;0M;1F;17;0H;0H;0I;0H;0I;5O;4H;4I;3X;4Q;4I;3S;3T;3U;3S;3T;85;42;42;22;51;43;17;17;18;17;18;204;161;162;141;170;162;136;137;138;136;137;116;73;73;53;82;74;48;48;49;48;49;235;192;193;172;201;193;167;168;169;167;168;16;16;0M;1F;17;2P;0I;0I;0H;63;2R;42;42;22;51;43;97;18;18;17;219;99;73;73;53;82;74;128;49;49;48;250;130;0;0
521;PC2TJ00101;t;116;5O4O4B3U4S4I3S3T3U3S3T;ëÇş©ËÁ§¨©§¨;1D100J1H172P0I0I0H632R0;PC2TJ€110ú‚;23;P;C;2;T;J;0;0;1;0;1;25;12;2;29;19;0;0;1;0;1;80;67;50;84;74;48;48;49;48;49;2D;1D;10;0J;1H;17;0H;0H;0I;0H;0I;5O;4O;4B;3U;4S;4I;3S;3T;3U;3S;3T;85;49;36;19;53;43;17;17;18;17;18;204;168;155;138;172;162;136;137;138;136;137;116;80;67;50;84;74;48;48;49;48;49;235;199;186;169;203;193;167;168;169;167;168;1D;10;0J;1H;17;2P;0I;0I;0H;63;2R;49;36;19;53;43;97;18;18;17;219;99;80;67;50;84;74;128;49;49;48;250;130;0;0
522;1UFNJ00101;u;117;5Q3U4U4F4N4J3T3U3V3T3U;í©ÍľĆÂ¨©Ş¨©;0I1I131B17010I0I0H63030;"1UFNJ 110ú""";23;1;U;F;N;J;0;0;1;0;1;1;30;15;23;19;0;0;1;0;1;49;85;70;78;74;48;48;49;48;49;2E;0I;1I;13;1B;17;0H;0H;0I;0H;0I;5Q;3U;4U;4F;4N;4J;3T;3U;3V;3T;3U;86;18;54;39;47;43;17;17;18;17;18;206;138;174;159;167;163;137;138;139;137;138;117;49;85;70;78;74;48;48;49;48;49;237;169;205;190;198;194;168;169;170;168;169;0I;1I;13;1B;17;01;0I;0I;0H;63;03;18;54;39;47;43;1;18;18;17;219;3;49;85;70;78;74;32;49;49;48;250;34;0;0
523;4UDMJ00101;u;117;5Q3X4U4D4M4J3T3U3V3T3U;í¬ÍĽĹÂ¨©Ş¨©;0L1I111A17010I0I0H63030;"4UDMJ 110ú""";23;4;U;D;M;J;0;0;1;0;1;4;30;13;22;19;0;0;1;0;1;52;85;68;77;74;48;48;49;48;49;2E;0L;1I;11;1A;17;0H;0H;0I;0H;0I;5Q;3X;4U;4D;4M;4J;3T;3U;3V;3T;3U;86;21;54;37;46;43;17;17;18;17;18;206;141;174;157;166;163;137;138;139;137;138;117;52;85;68;77;74;48;48;49;48;49;237;172;205;188;197;194;168;169;170;168;169;0L;1I;11;1A;17;01;0I;0I;0H;63;03;21;54;37;46;43;1;18;18;17;219;3;52;85;68;77;74;32;49;49;48;250;34;0;0
524;BEPX500101;u;117;5Q4B4E4P4X3Y3T3U3V3T3U;íş˝ČĐ­¨©Ş¨©;0Z121D1L0M010I0I0H63030;"BEPX5 110ú""";23;B;E;P;X;5;0;0;1;0;1;11;14;25;33;5;0;0;1;0;1;66;69;80;88;53;48;48;49;48;49;2E;0Z;12;1D;1L;0M;0H;0H;0I;0H;0I;5Q;4B;4E;4P;4X;3Y;3T;3U;3V;3T;3U;86;35;38;49;57;22;17;17;18;17;18;206;155;158;169;177;142;137;138;139;137;138;117;66;69;80;88;53;48;48;49;48;49;237;186;189;200;208;173;168;169;170;168;169;0Z;12;1D;1L;0M;01;0I;0I;0H;63;03;35;38;49;57;22;1;18;18;17;219;3;66;69;80;88;53;32;49;49;48;250;34;0;0
525;E6KTJ00101;u;117;5Q4E3Z4K4T4J3T3U3V3T3U;í˝®ĂĚÂ¨©Ş¨©;120N181H17010I0I0H63030;"E6KTJ 110ú""";23;E;6;K;T;J;0;0;1;0;1;14;6;20;29;19;0;0;1;0;1;69;54;75;84;74;48;48;49;48;49;2E;12;0N;18;1H;17;0H;0H;0I;0H;0I;5Q;4E;3Z;4K;4T;4J;3T;3U;3V;3T;3U;86;38;23;44;53;43;17;17;18;17;18;206;158;143;164;173;163;137;138;139;137;138;117;69;54;75;84;74;48;48;49;48;49;237;189;174;195;204;194;168;169;170;168;169;12;0N;18;1H;17;01;0I;0I;0H;63;03;38;23;44;53;43;1;18;18;17;219;3;69;54;75;84;74;32;49;49;48;250;34;0;0
526;F5KTJ00101;u;117;5Q4F3Y4K4T4J3T3U3V3T3U;íľ­ĂĚÂ¨©Ş¨©;130M181H17010I0I0H63030;"F5KTJ 110ú""";23;F;5;K;T;J;0;0;1;0;1;15;5;20;29;19;0;0;1;0;1;70;53;75;84;74;48;48;49;48;49;2E;13;0M;18;1H;17;0H;0H;0I;0H;0I;5Q;4F;3Y;4K;4T;4J;3T;3U;3V;3T;3U;86;39;22;44;53;43;17;17;18;17;18;206;159;142;164;173;163;137;138;139;137;138;117;70;53;75;84;74;48;48;49;48;49;237;190;173;195;204;194;168;169;170;168;169;13;0M;18;1H;17;01;0I;0I;0H;63;03;39;22;44;53;43;1;18;18;17;219;3;70;53;75;84;74;32;49;49;48;250;34;0;0
527;NEUG500101;u;117;5Q4N4E4U4G3Y3T3U3V3T3U;íĆ˝Íż­¨©Ş¨©;1B121I140M010I0I0H63030;"NEUG5 110ú""";23;N;E;U;G;5;0;0;1;0;1;23;14;30;16;5;0;0;1;0;1;78;69;85;71;53;48;48;49;48;49;2E;1B;12;1I;14;0M;0H;0H;0I;0H;0I;5Q;4N;4E;4U;4G;3Y;3T;3U;3V;3T;3U;86;47;38;54;40;22;17;17;18;17;18;206;167;158;174;160;142;137;138;139;137;138;117;78;69;85;71;53;48;48;49;48;49;237;198;189;205;191;173;168;169;170;168;169;1B;12;1I;14;0M;01;0I;0I;0H;63;03;47;38;54;40;22;1;18;18;17;219;3;78;69;85;71;53;32;49;49;48;250;34;0;0
528;R7ELJ00101;u;117;5Q4R404E4L4J3T3U3V3T3U;íĘŻ˝ÄÂ¨©Ş¨©;1F0O121917010I0I0H63030;"R7ELJ 110ú""";23;R;7;E;L;J;0;0;1;0;1;27;7;14;21;19;0;0;1;0;1;82;55;69;76;74;48;48;49;48;49;2E;1F;0O;12;19;17;0H;0H;0I;0H;0I;5Q;4R;40;4E;4L;4J;3T;3U;3V;3T;3U;86;51;24;38;45;43;17;17;18;17;18;206;171;144;158;165;163;137;138;139;137;138;117;82;55;69;76;74;48;48;49;48;49;237;202;175;189;196;194;168;169;170;168;169;1F;0O;12;19;17;01;0I;0I;0H;63;03;51;24;38;45;43;1;18;18;17;219;3;82;55;69;76;74;32;49;49;48;250;34;0;0
529;R1DTJ00101;v;118;5S4S3V4E4U4K3U3V3W3U3V;ďËŞ˝ÍĂ©Ş«©Ş;1F0I111H17010I0I0H63030;"R1DTJ 110ú""";23;R;1;D;T;J;0;0;1;0;1;27;1;13;29;19;0;0;1;0;1;82;49;68;84;74;48;48;49;48;49;2F;1F;0I;11;1H;17;0H;0H;0I;0H;0I;5S;4S;3V;4E;4U;4K;3U;3V;3W;3U;3V;87;51;18;37;53;43;17;17;18;17;18;208;172;139;158;174;164;138;139;140;138;139;118;82;49;68;84;74;48;48;49;48;49;239;203;170;189;205;195;169;170;171;169;170;1F;0I;11;1H;17;01;0I;0I;0H;63;03;51;18;37;53;43;1;18;18;17;219;3;82;49;68;84;74;32;49;49;48;250;34;0;0
530;6ETNI00101;w;119;5U414G4V4P4K3V3W3X3V3W;ń°żÎČĂŞ«¬Ş«;0N121H1B16010I0I0H63030;"6ETNI 110ú""";23;6;E;T;N;I;0;0;1;0;1;6;14;29;23;18;0;0;1;0;1;54;69;84;78;73;48;48;49;48;49;2G;0N;12;1H;1B;16;0H;0H;0I;0H;0I;5U;41;4G;4V;4P;4K;3V;3W;3X;3V;3W;88;23;38;53;47;42;17;17;18;17;18;210;145;160;175;169;164;139;140;141;139;140;119;54;69;84;78;73;48;48;49;48;49;241;176;191;206;200;195;170;171;172;170;171;0N;12;1H;1B;16;01;0I;0I;0H;63;03;23;38;53;47;42;1;18;18;17;219;3;54;69;84;78;73;32;49;49;48;250;34;0;0
531;S1DTJ00101;w;119;5U4U3W4F4V4L3V3W3X3V3W;ńÍ«ľÎÄŞ«¬Ş«;1G0I111H17010I0I0H63030;"S1DTJ 110ú""";23;S;1;D;T;J;0;0;1;0;1;28;1;13;29;19;0;0;1;0;1;83;49;68;84;74;48;48;49;48;49;2G;1G;0I;11;1H;17;0H;0H;0I;0H;0I;5U;4U;3W;4F;4V;4L;3V;3W;3X;3V;3W;88;52;18;37;53;43;17;17;18;17;18;210;174;140;159;175;165;139;140;141;139;140;119;83;49;68;84;74;48;48;49;48;49;241;205;171;190;206;196;170;171;172;170;171;1G;0I;11;1H;17;01;0I;0I;0H;63;03;52;18;37;53;43;1;18;18;17;219;3;83;49;68;84;74;32;49;49;48;250;34;0;0
532;9OJKJ00101;x;120;5W454R4M4N4M3W3X3Y3W3X;ó´ĘĹĆĹ«¬­«¬;0Q1C171817010I0I0H63030;"9OJKJ 110ú""";23;9;O;J;K;J;0;0;1;0;1;9;24;19;20;19;0;0;1;0;1;57;79;74;75;74;48;48;49;48;49;2H;0Q;1C;17;18;17;0H;0H;0I;0H;0I;5W;45;4R;4M;4N;4M;3W;3X;3Y;3W;3X;89;26;48;43;44;43;17;17;18;17;18;212;149;171;166;167;166;140;141;142;140;141;120;57;79;74;75;74;48;48;49;48;49;243;180;202;197;198;197;171;172;173;171;172;0Q;1C;17;18;17;01;0I;0I;0H;63;03;26;48;43;44;43;1;18;18;17;219;3;57;79;74;75;74;32;49;49;48;250;34;0;0
533;U7ELJ00101;x;120;5W4X434H4O4M3W3X3Y3W3X;óĐ˛ŔÇĹ«¬­«¬;1I0O121917010I0I0H63030;"U7ELJ 110ú""";23;U;7;E;L;J;0;0;1;0;1;30;7;14;21;19;0;0;1;0;1;85;55;69;76;74;48;48;49;48;49;2H;1I;0O;12;19;17;0H;0H;0I;0H;0I;5W;4X;43;4H;4O;4M;3W;3X;3Y;3W;3X;89;54;24;38;45;43;17;17;18;17;18;212;177;147;161;168;166;140;141;142;140;141;120;85;55;69;76;74;48;48;49;48;49;243;208;178;192;199;197;171;172;173;171;172;1I;0O;12;19;17;01;0I;0I;0H;63;03;54;24;38;45;43;1;18;18;17;219;3;85;55;69;76;74;32;49;49;48;250;34;0;0
534;1EXRH00101;y;121;5Y3Y4I514V4L3X3Y3Z3X3Y;ő­ÁÔÎÄ¬­®¬­;0I121L1F15020I0H0I63040;1EXRH!101ú#;23;1;E;X;R;H;0;0;1;0;1;1;14;33;27;17;0;0;1;0;1;49;69;88;82;72;48;48;49;48;49;2I;0I;12;1L;1F;15;0H;0H;0I;0H;0I;5Y;3Y;4I;51;4V;4L;3X;3Y;3Z;3X;3Y;90;18;38;57;51;41;17;17;18;17;18;214;142;162;181;175;165;141;142;143;141;142;121;49;69;88;82;72;48;48;49;48;49;245;173;193;212;206;196;172;173;174;172;173;0I;12;1L;1F;15;02;0I;0H;0I;63;04;18;38;57;51;41;2;18;17;18;219;4;49;69;88;82;72;33;49;48;49;250;35;0;0
